"ff","screen_type","frac.missed","sc_type","scenario"
0.95,"arrival.only",0.666666666666667,"arrival","5% subclinical"
0.95,"both",0.333333333333333,"both","5% subclinical"
0.95,"departure.only",0.633333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.366666666666667,"arrival","5% subclinical"
0.95,"both",0.3,"both","5% subclinical"
0.95,"departure.only",0.733333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.7,"arrival","5% subclinical"
0.95,"both",0.633333333333333,"both","5% subclinical"
0.95,"departure.only",0.733333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.5,"arrival","5% subclinical"
0.95,"both",0.433333333333333,"both","5% subclinical"
0.95,"departure.only",0.666666666666667,"departure","5% subclinical"
0.95,"arrival.only",0.633333333333333,"arrival","5% subclinical"
0.95,"both",0.5,"both","5% subclinical"
0.95,"departure.only",0.6,"departure","5% subclinical"
0.95,"arrival.only",0.666666666666667,"arrival","5% subclinical"
0.95,"both",0.533333333333333,"both","5% subclinical"
0.95,"departure.only",0.7,"departure","5% subclinical"
0.95,"arrival.only",0.533333333333333,"arrival","5% subclinical"
0.95,"both",0.366666666666667,"both","5% subclinical"
0.95,"departure.only",0.633333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.633333333333333,"arrival","5% subclinical"
0.95,"both",0.233333333333333,"both","5% subclinical"
0.95,"departure.only",0.8,"departure","5% subclinical"
0.95,"arrival.only",0.4,"arrival","5% subclinical"
0.95,"both",0.566666666666667,"both","5% subclinical"
0.95,"departure.only",0.8,"departure","5% subclinical"
0.95,"arrival.only",0.533333333333333,"arrival","5% subclinical"
0.95,"both",0.4,"both","5% subclinical"
0.95,"departure.only",0.7,"departure","5% subclinical"
0.95,"arrival.only",0.666666666666667,"arrival","5% subclinical"
0.95,"both",0.566666666666667,"both","5% subclinical"
0.95,"departure.only",0.466666666666667,"departure","5% subclinical"
0.95,"arrival.only",0.4,"arrival","5% subclinical"
0.95,"both",0.6,"both","5% subclinical"
0.95,"departure.only",0.666666666666667,"departure","5% subclinical"
0.95,"arrival.only",0.566666666666667,"arrival","5% subclinical"
0.95,"both",0.466666666666667,"both","5% subclinical"
0.95,"departure.only",0.766666666666667,"departure","5% subclinical"
0.95,"arrival.only",0.633333333333333,"arrival","5% subclinical"
0.95,"both",0.5,"both","5% subclinical"
0.95,"departure.only",0.766666666666667,"departure","5% subclinical"
0.95,"arrival.only",0.3,"arrival","5% subclinical"
0.95,"both",0.533333333333333,"both","5% subclinical"
0.95,"departure.only",0.7,"departure","5% subclinical"
0.95,"arrival.only",0.666666666666667,"arrival","5% subclinical"
0.95,"both",0.566666666666667,"both","5% subclinical"
0.95,"departure.only",0.733333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.533333333333333,"arrival","5% subclinical"
0.95,"both",0.6,"both","5% subclinical"
0.95,"departure.only",0.633333333333333,"departure","5% subclinical"
0.95,"arrival.only",0.366666666666667,"arrival","5% subclinical"
0.95,"both",0.566666666666667,"both","5% subclinical"
